Title,Price,Registration Date,Mileage,Fuel Type,Transmission,Engine Size,Doors,Colour,Body Type,URL,Sale Date
Volkswagen golf GTD White ,"13,000.00",2016,75761,Diesel,Automatic,2,5,White,Hatchback,https://www.ebay.co.uk/itm/185370469045?hash=item2b28f0e2b5:g:2i8AAOSwvzliSgBH, 10 Apr 2022
VW GOLF GT TDI AUTOMATIC ,"2,150.00",2007,138000,Diesel,Automatic,2,5,Grey,Hatchback,https://www.ebay.co.uk/itm/234499454485?hash=item369941b615:g:Q7gAAOSwG-diQenh, 10 Apr 2022
Vw golf plus 1.9 diesel ,830.75,2006,140000,Diesel,Manual,1.9,5,Grey,Hatchback,https://www.ebay.co.uk/itm/374014340021?hash=item5714fdebb5:g:GT4AAOSw5XdiTHA9, 11 Apr 2022
Golf Mk2 ABF 16v Gti ,"1,750.00",1987,72000,Petrol,Manual,2,3,Black,Hatchback,https://www.ebay.co.uk/itm/255474774872?hash=item3b7b7bb358:g:k7EAAOSwZG9iTaT-, 11 Apr 2022
2005 Volkswagen Golf Plus SE 1.9 TDI PD105 5dr Not GTI MK5 - SWAPS or PART EX,"1,440.00",2005,157000,Diesel,Manual,1.9,5,Blue,Hatchback,https://www.ebay.co.uk/itm/234494933368?hash=item3698fcb978:g:prIAAOSwTYRiSz3i, 11 Apr 2022
VW Golf 2012 TDi (DSG) **please read carefully**,"2,210.00",2012,126000,Diesel,Automatic,1.6,5,Silver,Hatchback,https://www.ebay.co.uk/itm/185372176944?hash=item2b290af230:g:p-AAAOSwbVpiS0At, 11 Apr 2022
2002 VW Golf 2.0 GTI,"1,400.00",2002,103854,Petrol,Manual,2,3,Silver,Hatchback,https://www.ebay.co.uk/itm/144495650566?hash=item21a49ca706:g:rJAAAOSw-ZtiUVtf, 11 Apr 2022
Vw golf plus TDI,820.00,2006,140000,Diesel,Manual,1.9,5,Grey,Hatchback,https://www.ebay.co.uk/itm/374016268933?hash=item57151b5a85:g:Qe8AAOSw0xNiVA62, 12 Apr 2022
volkswagen golf 1.6 fsi ULEZ COMPLIANT,"2,500.00",2006,53200,Petrol,Manual,1.6,5,Red,Hatchback,https://www.ebay.co.uk/itm/194957654199?hash=item2d6461b8b7:g:0yUAAOSw4xBiS~UO, 12 Apr 2022
Volkswagen Golf MK2 GTI 8V 3DR 1991 J REG IN OAK GREEN ,"6,700.00",1991,86400,Petrol,Manual,1.8,3,Green,Hatchback,https://www.ebay.co.uk/itm/255479918922?hash=item3b7bca314a:g:CN0AAOSwJwZiUZ0N, 12 Apr 2022
2009 VW GOLF ESTATE 2.0TDI MK5 SE 6-SPEED MANUAL NO RESERVE,"2,650.00",2009,118000,Diesel,Manual,2,5,Red,Estate,https://www.ebay.co.uk/itm/374002082239?hash=item571442e1bf:g:R1AAAOSwuHtiSB~I, 12 Apr 2022
Volkswagen Golf Estate 1.6 SE BlueMotion TDI 2010 5 Speed Manual 2 Keys,"1,100.00",2010,239000,Diesel,Manual,1.6,5,Silver,Estate,https://www.ebay.co.uk/itm/255485265201?hash=item3b7c1bc531:g:oSUAAOSwE5diOaDP, 12 Apr 2022
vw golf r32 mk5,"6,000.00",2006,113000,Petrol,Manual,3.2,5,Black,Hatchback,https://www.ebay.co.uk/itm/313946008657?hash=item4918a3ec51:g:mY4AAOSwkA9iTZbq, 13 Apr 2022
Gold VW Golf Mk4 1.6l 16 valve in incredible condition. 5 door hatchback. 2001,787.00,2001,208000,Petrol,Manual,1.6,5,Beige,Hatchback,https://www.ebay.co.uk/itm/234493233552?hash=item3698e2c990:g:KJIAAOSwjyNiSaND, 13 Apr 2022
Vw golf mk5 gt tdi 2004 6 speed ,"1,510.00",2004,89505,Diesel,Manual,2,3,Blue,Hatchback,https://www.ebay.co.uk/itm/154934757251?hash=item2412d4c783:g:AZkAAOSwotRiTMHB, 13 Apr 2022
VW GOLF ESTATE,"3,800.00",2014,170000,Diesel,Manual,1.6,5,,Estate,https://www.ebay.co.uk/itm/125252386257?hash=item1d299fbdd1:g:F1sAAOSwG8NiI9XZ, 13 Apr 2022
2010 Volkswagen Golf 1.6 TDI SE DSG 5dr Hatchback Diesel Automatic,"1,950.00",2010,125000,Diesel,Automatic,1.6,5,Black,Hatchback,https://www.ebay.co.uk/itm/354002532043?hash=item526c31f6cb:g:3c4AAOSw9hJiUzZU, 13 Apr 2022
2009 VW Golf ,"2,703.80",2009,82579,Diesel,Manual,1.6,3,Black,Hatchback,https://www.ebay.co.uk/itm/384821931046?hash=item59992cac26:g:x44AAOSwQ0xiTwBq, 14 Apr 2022
VW Golf Mk4 V5 2.3 2003,"1,000.00",2003,103458,Petrol,Manual,2.3,5,Silver,Hatchback,https://www.ebay.co.uk/itm/234483483737?hash=item36984e0459:g:9AgAAOSw3DtiJ0WD, 14 Apr 2022
MK3 golf vr6 supercharged ,"7,500.00",1997,101500,Petrol,Manual,2.8,3,Silver,Hatchback,https://www.ebay.co.uk/itm/255483457795?hash=item3b7c003103:g:9U8AAOSwt8piVFYw, 14 Apr 2022
2011 Volkswagen Golf 1.6 TDI BlueMotion Tech SE + SERVICE HISTORY + 20 TAX,"2,750.00",2011,146000,Diesel,Manual,1.6,5,Black,Estate,https://www.ebay.co.uk/itm/234494602234?hash=item3698f7abfa:g:FxAAAOSwhsZiSvV7, 14 Apr 2022
Volkswagen Golf R32 Mk4 3 door 3.2 VR6 4WD RARE,"8,000.00",2003,107108,Petrol,Manual,3.2,3,Blue,Hatchback,https://www.ebay.co.uk/itm/304432445505?hash=item46e1967841:g:Yi4AAOSwjzRiFS4A, 14 Apr 2022
VW Golf S 1.6 Tdi Bluemotion Diesel Manual 5dr ,"3,995.00",2012,110000,Diesel,Manual,1.6,5,Black,Hatchback,https://www.ebay.co.uk/itm/373997083960?hash=item5713f69d38:g:4EsAAOSwDApiQxol, 14 Apr 2022
"2002 VW Golf 1.9 TDI 25th Anniversary, original example in need of a bit of love","1,710.00",2002,87000,Diesel,Manual,1.9,3,Silver,Hatchback,https://www.ebay.co.uk/itm/265639570456?hash=item3dd95a2c18:g:nC0AAOSwFrNiVH4q, 14 Apr 2022
Vw golf plus TDI,920.00,2006,140000,Diesel,Manual,1.9,5,Grey,Hatchback,https://www.ebay.co.uk/itm/374017688160?hash=item5715310260:g:Qe8AAOSw0xNiVA62, 15 Apr 2022
Vw golf 2.0 tdi Gt 140 FSH 12 months mot ,"3,750.00",2010,136000,Diesel,Manual,2,5,Red,Hatchback,https://www.ebay.co.uk/itm/275258185869?hash=item4016aa988d:g:dUQAAOSw5oBiTu33, 15 Apr 2022
vw golf r32 mk5,"1,280.00",2006,113000,Petrol,Manual,3.2,5,Black,Hatchback,https://www.ebay.co.uk/itm/313956726335?hash=item491947763f:g:mY4AAOSwkA9iTZbq, 15 Apr 2022
"Volkswagen Golf MK5 GTI , 2.0 turbo top spec ,Sunroof , heated leather seats ","3,200.00",2006,139080,Petrol,Manual,2,5,Red,Hatchback,https://www.ebay.co.uk/itm/334396798361?hash=item4ddb9a3599:g:FM8AAOSwopNiS0io, 15 Apr 2022
Volkswagen Golf V6 4 Motion 2001 MK4 80k Service history,"3,025.00",2001,80500,Petrol,Manual,2.8,2,Silver,Hatchback,https://www.ebay.co.uk/itm/275264252779?hash=item4017072b6b:g:X7QAAOSwxgdiE~qE, 15 Apr 2022
VW Golf Plus 2008 107k miles no reserve,"1,461.00",2008,107000,Diesel,Manual,1.9,5,Silver,Hatchback,https://www.ebay.co.uk/itm/354002142035?hash=item526c2c0353:g:Rh0AAOSwsWxiUvyg, 15 Apr 2022
MK3 golf vr6 supercharged ,"7,500.00",1997,101500,Petrol,Manual,2.8,3,Silver,Hatchback,https://www.ebay.co.uk/itm/255491805859?hash=item3b7c7f92a3:g:9U8AAOSwt8piVFYw, 16 Apr 2022
Volkswagen Golf 1.6L Petrol 07-Reg Faulty Clutch,630.00,2007,98800,Petrol,Manual,1.6,5,Grey,Hatchback,https://www.ebay.co.uk/itm/175224933185?hash=item28cc384b41:g:1pMAAOSwDOViSEUp, 16 Apr 2022
Mk5 GOLF,800.00,2005,160000,Diesel,Manual,2,5,Grey,Hatchback,https://www.ebay.co.uk/itm/194968575941?hash=item2d65085fc5:g:ddsAAOSwL25iUpiL, 17 Apr 2022
Volkswagen Golf  1.4 GT TSI Manual 2009,"3,100.00",2009,94000,Petrol,Automatic,1.4,5,Black,Hatchback,https://www.ebay.co.uk/itm/165422297053?hash=item2683efefdd:g:1d0AAOSwpB1iTv7~, 17 Apr 2022
"VW GOLF MK4 1.9 SDI, LOW MILEAGE 40K, FAMILY OWNED AND 1 OTHER, GOOD CONDITION","1,900.00",1999,40000,Diesel,Manual,1.9,5,Red,Hatchback,https://www.ebay.co.uk/itm/125247037784?hash=item1d294e2158:g:kuMAAOSwK05iTayr, 17 Apr 2022
Volkswagen Golf GTI 3dr 2008 LEATHER SEATS HEATED SEATS 18” Monza alloys wheels,"3,600.00",2008,114000,Petrol,Manual,2,3,Red,Hatchback,https://www.ebay.co.uk/itm/144497649270?hash=item21a4bb2676:g:sx4AAOSw~KNiSZDU, 17 Apr 2022
2015 65 VW GOLF GTD DSG 184 BHP BLUEMOTION AUTO STOP/START KEYLESS START 5 DOOR,"11,050.00",2015,637396,Diesel,Automatic,2,5,Black,Hatchback,https://www.ebay.co.uk/itm/363793228750?hash=item54b3c423ce:g:hMEAAOSw8J5iPM0s, 17 Apr 2022
Golf Plus TDi 2.0 2005 in Blue. Mot Jan 2023,720.00,2005,117356,Diesel,Manual,2,5,Blue,Hatchback,https://www.ebay.co.uk/itm/224931114731?hash=item345ef06eeb:g:D9EAAOSw9M9iUyIH, 17 Apr 2022
2008 vw mk5 tfsi gti,"2,670.00",2008,106000,Petrol,Manual,2,5,Red,Hatchback,https://www.ebay.co.uk/itm/144497893945?hash=item21a4bee239:g:t2AAAOSwyrBiUzBm, 17 Apr 2022
VW Mk2 Golf 1.6ltr Diesel,"2,550.00",1985,141750,Diesel,Manual,1.6,5,Red,Hatchback,https://www.ebay.co.uk/itm/185380487792?hash=item2b2989c270:g:8k4AAOSwUF5iUzzm, 17 Apr 2022
Volkswagen Golf TDI mk6 bluemotion ,"1,700.00",2009,154587,Diesel,Manual,1.6,4,Black,Hatchback,https://www.ebay.co.uk/itm/134087102033?hash=item1f3836ce51:g:VSMAAOSwTW5iWaRP, 18 Apr 2022
2008 VW GOLF S 1.4 TSI 5DR HATCHBACK,"1,750.00",2008,129000,Petrol,Manual,1.4,5,Black,Hatchback,https://www.ebay.co.uk/itm/194976048858?hash=item2d657a66da:g:QtQAAOSwEUNiVt3-, 18 Apr 2022
Volkswagen Golf 1.6L,640.00,2004,106000,Petrol,Manual,1.6,5,Silver,Hatchback,https://www.ebay.co.uk/itm/325142037655?hash=item4bb3f9c497:g:EVYAAOSwg8FiUxm5, 18 Apr 2022
Volkswagen Golf 2.0 FSI,800.00,2006,175000,Petrol,Manual,2,5,Black,Hatchback,https://www.ebay.co.uk/itm/125262066245?hash=item1d2a337245:g:aMwAAOSwAK9iWdFj, 18 Apr 2022
"2002 VOLKSWAGEN GOLF 1.9 TDI 5d DIESEL, MOT to mid-NOV 22",750.00,2002,180000,Diesel,Manual,1.9,5,Green,Hatchback,https://www.ebay.co.uk/itm/154955664408?hash=item241413cc18:g:RfsAAOSwx49iVInL, 21 Apr 2022
mk4 golf gti 1.8t early agu big port engine mk1 mk2 golf  full service history,880.00,1999,169000,Petrol,Manual,1.8,5,Black,Hatchback,https://www.ebay.co.uk/itm/325143368751?hash=item4bb40e142f:g:KdkAAOSwm-9iRLg2, 19 Apr 2022
2016 Volkswagen Golf R 2.0 TSI ,"12,500.00",2016,108000,Petrol,Manual,2,3,Indian grey,Hatchback,https://www.ebay.co.uk/itm/384841577899?hash=item599a5875ab:g:UfcAAOSwd2liXUzt, 19 Apr 2022
Volkswagen Golf 1.6FSi 115ps 5Dr with Sattelite Navigation,"1,650.00",2007,125289,Petrol,Manual,1.6,5,Black,Hatchback,https://www.ebay.co.uk/itm/354008644001?hash=item526c8f39a1:g:R~EAAOSwmdFiV-6m, 19 Apr 2022
Vw golf plus TDI,900.00,2006,140000,Diesel,Manual,1.9,5,Grey,Hatchback,https://www.ebay.co.uk/itm/374029247693?hash=item5715e164cd:g:Qe8AAOSw0xNiVA62, 19 Apr 2022
VW GOLF 2010 GT 2.0 TDI 140 5d,"1,670.00",2010,236000,Diesel,Manual,2,5,Black,Hatchback,https://www.ebay.co.uk/itm/134085806879?hash=item1f38230b1f:g:ZFEAAOSwgPViV~x1, 19 Apr 2022
Mk4 VW Golf GTi 20V - only 83k miles - nearly 13 months MOT! - LOWERED RESERVE,"2,000.00",2000,83300,Petrol,Manual,1.8,5,,Hatchback,https://www.ebay.co.uk/itm/203911681527?hash=item2f7a1555f7:g:n~gAAOSwyJRiR0Vk, 19 Apr 2022
2003 Volkswagen Golf 1.9 GT TDI PD150 5dr HATCHBACK Diesel Manual,560.00,2003,160755,Diesel,Manual,1.9,5,Silver,Hatchback,https://www.ebay.co.uk/itm/234506567681?hash=item3699ae4001:g:ubYAAOSwUtJiVeii, 19 Apr 2022
VW Golf 1.4TSI Automatic BlueMotion Tech Match Edition Hatchback. 2016/66 ,"6,550.00",2016,66888,Petrol,Automatic,1.4,5,Blue,Hatchback,https://www.ebay.co.uk/itm/154956276883?hash=item24141d2493:g:3P8AAOSwMGZiXw3E, 20 Apr 2022
volkswagen golf 1.4 TSI,"3,800.00",2011,49000,Petrol,Manual,1.4,5,blue,Hatchback,https://www.ebay.co.uk/itm/194983107828?hash=item2d65e61cf4:g:visAAOSwCbNiWxZk, 20 Apr 2022
volkswagen golf 1.4 TSI,"3,800.00",2011,49000,Petrol,Manual,1.4,5,blue,Hatchback,https://www.ebay.co.uk/itm/194991263019?hash=item2d66628d2b:g:visAAOSwCbNiWxZk, 20 Apr 2022
2016 Volkswagen Golf R 2.0 TSI ,"12,500.00",2016,108000,Petrol,Manual,2,3,Indian grey,Hatchback,https://www.ebay.co.uk/itm/384845556793?hash=item599a952c39:g:UfcAAOSwd2liXUzt, 20 Apr 2022
2009 VW GOLF 1.6 TDI SE DSG 5dr,"4,495.00",2009,100000,Diesel,Automatic,1.6,,Grey,Hatchback,https://www.ebay.co.uk/itm/403591732520?hash=item5df7f11d28:g:XY4AAOSwgCpiUMCN, 21 Apr 2022
vw golf r32 mk5,"5,080.00",2008,108000,Petrol,Manual,3.2,5,Black,Hatchback,https://www.ebay.co.uk/itm/313956772059?hash=item49194828db:g:NAsAAOSw~i1iWCZd, 21 Apr 2022
vw golf Mk5 Fsi 2.0,"1,500.00",2005,120874,Petrol,Manual,2,5,Blue,Hatchback,https://www.ebay.co.uk/itm/313956961509?hash=item49194b0ce5:g:NToAAOSwE6FiTwxr, 21 Apr 2022
MK Golf GTI 16v Big Bumper Model (Celebrity Owned From New),"7,800.00",2019,146000,Petrol,Manual,1.8,5,Black,Hatchback,https://www.ebay.co.uk/itm/394027402082?hash=item5bbddd0362:g:jukAAOSwqOJiVI9d, 21 Apr 2022
2007 (56) VW Golf GTI 2.0 TFSI Turbo MK5 - 5DR,"3,850.00",2007,135500,Petrol,Manual,2,5,Black,Hatchback,https://www.ebay.co.uk/itm/203920455691?hash=item2f7a9b380b:g:ZEMAAOSwF45iYQZS, 22 Apr 2022
VW golf GTI 8v MK 1,"3,450.00",1986,130000,Petrol,Manual,1.8,,White,Convertible,https://www.ebay.co.uk/itm/134079861362?hash=item1f37c85272:g:5D8AAOSwt8piXB8-, 22 Apr 2022
Volkswagen Golf 1.4 (new clutch+exhaust),"1,800.00",2009,88000,Petrol,Manual,1.4,5,Grey,Hatchback,https://www.ebay.co.uk/itm/185392380106?hash=item2b2a3f38ca:g:WC8AAOSw7F9iTDX4, 22 Apr 2022
Volkswagon Golf 2.8 V6 4Motion Y(2001),"1,120.00",2001,193000,Petrol,Manual,2.8,5,"Turquoise, Teal",Hatchback,https://www.ebay.co.uk/itm/224939461588?hash=item345f6fcbd4:g:LSEAAOSwXkFiPKh1, 22 Apr 2022
2009 VW Golf ,"2,050.00",2009,82579,Diesel,Manual,1.6,3,Black,Hatchback,https://www.ebay.co.uk/itm/384836706288?hash=item599a0e1ff0:g:x44AAOSwQ0xiTwBq, 22 Apr 2022
2008 Volkswagen Golf 2.0 GT Sport TDI 170 DPF 5dr HATCHBACK Diesel  1m warranty ,"2,017.00",2008,144081,Diesel,Manual,2,5,Silver,Hatchback,https://www.ebay.co.uk/itm/234512658817?hash=item369a0b3181:g:1X0AAOSwdU5iWw3R, 23 Apr 2022
2006 Volkswagen Golf 1.6 FSI 5dr Hatchback Petrol Manual,840.00,2006,144000,Petrol,Manual,1.6,5,Silver,Hatchback,https://www.ebay.co.uk/itm/175247773934?hash=item28cd94d0ee:g:NLYAAOSwSExiXamr, 23 Apr 2022
vw golf gt 2.0tdi 140bhp mk5 non-dpf,"1,799.00",2007,144000,Diesel,Manual,2,5,Black,Hatchback,https://www.ebay.co.uk/itm/185389988005?hash=item2b2a1ab8a5:g:8GUAAOSw4E9iKSVe, 24 Apr 2022
Vw golf plus TDI,770.00,2006,140000,Diesel,Manual,1.9,5,Grey,Hatchback,https://www.ebay.co.uk/itm/374037304504?hash=item57165c54b8:g:Qe8AAOSw0xNiVA62, 24 Apr 2022
Vw golf match 1.9 tdi ,850.00,2007,145000,Diesel,Manual,1.9,5,Silver,Hatchback,https://www.ebay.co.uk/itm/374039225399?hash=item571679a437:g:AO8AAOSwLQhiZUqA, 24 Apr 2022
2006 Volkswagen Golf 1.9 TDI Match 5dr Hatchback Diesel Manual,"1,200.00",2006,160565,Diesel,Manual,1.9,5,Silver,Hatchback,https://www.ebay.co.uk/itm/175246174115?hash=item28cd7c67a3:g:9KYAAOSwd~RiXCCO, 24 Apr 2022
2008 VW Golf Match TDI,"1,795.00",2008,150000,Diesel,Manual,1.9,5,Black,Hatchback,https://www.ebay.co.uk/itm/115350694738?hash=item1adb6feb52:g:e50AAOSwbVpiXrZc, 24 Apr 2022
Vw Golf Gti Mk5 2007,"3,040.00",2007,135000,Petrol,Manual,2,5,Grey,Hatchback,https://www.ebay.co.uk/itm/325150759918?hash=item4bb47edbee:g:WXUAAOSwZB1iXCNb, 24 Apr 2022
vw golf 1.4 petrol,"1,750.00",2010,128600,Petrol,Manual,1.4,5,Black,Hatchback,https://www.ebay.co.uk/itm/134096429666?hash=item1f38c52262:g:lgEAAOSwZhFiZWfV, 24 Apr 2022
2014 Volkswagen Golf 1.6 TDI BlueMotion Tech SE (s/s) 5dr Estate Diesel Manual,"4,500.00",2014,127000,Diesel,Manual,1.6,5,Black,Estate,https://www.ebay.co.uk/itm/313957150969?hash=item49194df0f9:g:7roAAOSwjS1iWFlK, 24 Apr 2022
VW Golf 1.6 FSI Low Mileage,"1,575.00",2004,62600,Petrol,Manual,1.6,3,Silver,Hatchback,https://www.ebay.co.uk/itm/304450341471?hash=item46e2a78a5f:g:V0IAAOSwTZZiXb0h, 24 Apr 2022
Wv golf 5,"1,650.00",2006,111000,Petrol,Manual,1.6,5,Grey,Hatchback,https://www.ebay.co.uk/itm/154956263201?hash=item24141cef21:g:pCAAAOSwQPxiVITZ, 25 Apr 2022
Volkswagen Golf ,"1,500.00",2008,88590,Diesel,Manual,1.9,5,Blue,Hatchback,https://www.ebay.co.uk/itm/224944225244?hash=item345fb87bdc:g:s8sAAOSwKiJiXV77, 25 Apr 2022
Vw golf plus TDI,920.00,2006,140000,Diesel,Manual,1.9,5,Grey,Hatchback,https://www.ebay.co.uk/itm/374039166366?hash=item571678bd9e:g:Qe8AAOSw0xNiVA62, 25 Apr 2022
VW Golf Gti 1.8T Mk4 - Manual - Blue - 5 door - R32 style,908.00,2000,143000,Petrol,Manual,1.8,5,Blue,Hatchback,https://www.ebay.co.uk/itm/203923035325?hash=item2f7ac294bd:g:MAkAAOSwOohiZK7w, 25 Apr 2022
2011 VOLKSWAGEN GOLF S BLUEMOTION TDI ~ EXCELLENT DRIVER ~ NO RESERVE,"1,900.00",2011,666318,Diesel,Manual,1.6,5,,Hatchback,https://www.ebay.co.uk/itm/334408904215?hash=item4ddc52ee17:g:K5MAAOSwDzFiXaJR, 25 Apr 2022
Volkswagen Golf GTD 2014 2.0 DSG 5dr,"11,995.00",2014,111000,Diesel,Automatic,2,5,Grey,Hatchback,https://www.ebay.co.uk/itm/255476683953?hash=item3b7b98d4b1:g:y7IAAOSwuBhiTyP8, 26 Apr 2022
2009 VW GOLF 1.6 TDI SE DSG 5dr,"4,495.00",2009,100000,Diesel,Automatic,1.6,,Grey,Hatchback,https://www.ebay.co.uk/itm/403621324564?hash=item5df9b4a714:g:XY4AAOSwgCpiUMCN, 26 Apr 2022
Golf Mk2 with ABF 16v Gti engine,"2,150.00",1987,72000,Petrol,Manual,2,3,Black,Hatchback,https://www.ebay.co.uk/itm/255503106687?hash=item3b7d2c027f:g:Hp8AAOSw989iZB-r, 26 Apr 2022
VOLKSWAGEN GOLF FSI SE ,500.00,2004,134135,Petrol,Manual,1.6,5,Silver,Hatchback,https://www.ebay.co.uk/itm/265652319919?hash=item3dda1cb6af:g:DIIAAOSwmh5iXv6F, 26 Apr 2022
VW Golf Match 2004 1.6 fsi mk v,771.00,2004,1600,Petrol,Manual,1.6,4,Silver,Hatchback,https://www.ebay.co.uk/itm/125268899089?hash=item1d2a9bb511:g:71oAAOSwXwBiXv2n, 26 Apr 2022
vw golf gti 1.8 turbo 2001,950.00,2000,136699,Petrol,Manual,1.8,3,Blue,Hatchback,https://www.ebay.co.uk/itm/354027792388?hash=item526db36804:g:FpUAAOSwHFZiRtiz, 27 Apr 2022
VOLKSWAGEN GOLF GT TDI 130,"1,795.00",2003,127000,Diesel,Manual,1.9,5,Black,Hatchback,https://www.ebay.co.uk/itm/275251120134?hash=item40163ec806:g:pqIAAOSwVbhiSgCg, 27 Apr 2022
Volkswagen Golf 1.9 TDI 2006 ,869.00,2006,172242,Diesel,Manual,1.9,5,Blue,Hatchback,https://www.ebay.co.uk/itm/175246312800?hash=item28cd7e8560:g:osoAAOSwwz5iXEBA, 27 Apr 2022
1991 VW Golf MK2 GTD 5 Door SB,"1,250.00",1991,416196,Diesel,Manual,1.6,5,Red,Hatchback,https://www.ebay.co.uk/itm/255507718864?hash=item3b7d7262d0:g:xucAAOSwClxiZ-JH, 27 Apr 2022
volswagen golf 1.4 match ,621.00,2003,148000,Petrol,Manual,1.4,5,Beige,Hatchback,https://www.ebay.co.uk/itm/165439085838?hash=item2684f01d0e:g:g~kAAOSwZW9iXV1a, 28 Apr 2022
"VW Golf Mk2 1991, 5 Door, Tornado Red, 1.3l, Project Car, P-Slots and Snowflakes",570.00,1991,99000,Petrol,Manual,1.3,5,Red,Hatchback,https://www.ebay.co.uk/itm/175247188218?hash=item28cd8be0fa:g:qiYAAOSwX3NiRN2x, 28 Apr 2022
2019 Golf R DSG *maxton* *Remus* *Racingline* *Mountune*,"28,000.00",2019,30000,Petrol,Semi-Automatic,2,5,White,Hatchback,https://www.ebay.co.uk/itm/294942118667?hash=item44abeb930b:g:7~sAAOSwqO5iM3cy, 29 Apr 2022
2009 Volkswagen Golf 2.0 GTI (59reg),"6,100.50",1999,102048,Petrol,Manual,2,3,White,Hatchback,https://www.ebay.co.uk/itm/304461974506?hash=item46e3590bea:g:ZD8AAOSwgLZhTeHN, 29 Apr 2022
Vw golf plus s 1.4 petrol 1 owner car,"1,800.00",2009,112000,Petrol,Manual,1.4,5,Blue,Hatchback,https://www.ebay.co.uk/itm/255502706733?hash=item3b7d25e82d:g:AXIAAOSwDXliVcil, 30 Apr 2022
2008 VW GOLF S 1.4 TSI 5DR HATCHBACK,"1,420.00",2008,129000,Petrol,Manual,1.4,5,Black,Hatchback,https://www.ebay.co.uk/itm/195008385940?hash=item2d6767d394:g:QtQAAOSwEUNiVt3-, 30 Apr 2022
2008 vw mk5 tfsi gti,"2,900.00",2008,106000,Petrol,Manual,2,5,Red,Hatchback,https://www.ebay.co.uk/itm/144521048835?hash=item21a6203303:g:t2AAAOSwyrBiUzBm, 1 May 2022
Volkswagen Golf MK5 2007 1.6 FSI 5 Door Hatchback with MOT,940.00,2007,141000,Petrol,Manual,1.6,5,Black,Hatchback,https://www.ebay.co.uk/itm/125276630127?hash=item1d2b11ac6f:g:pHEAAOSw8IJiJ0La, 1 May 2022
2014 Volkswagen Golf GTD TDI Automatic 2.0 diesel ,"13,500.00",2014,96000,Diesel,Semi-Automatic,2,5,White,Hatchback,https://www.ebay.co.uk/itm/394044863349?hash=item5bbee77375:g:koMAAOSwqW1iWIbh, 1 May 2022
"Volkswagen Golf Mk4 GTi 1.8Turbo. Leather, Sunroof, 18"" Alloys. MOT Aug 22","1,039.00",2002,150000,Petrol,Manual,1.8,5,Blue,Hatchback,https://www.ebay.co.uk/itm/255504383666?hash=item3b7d3f7eb2:g:2DoAAOSwWoNiJiBy, 1 May 2022
2000 vw golf cabriolet mk3.5,820.00,2000,86400,Petrol,Manual,1.8,2,Silver,Convertible,https://www.ebay.co.uk/itm/185393717555?hash=item2b2a53a133:g:5VYAAOSwaOhiTVFX, 1 May 2022
Volkswagen Golf  1.4 GT TSI Manual 2009,"3,300.00",2009,94000,Petrol,Automatic,1.4,5,Black,Hatchback,https://www.ebay.co.uk/itm/165444308807?hash=item26853fcf47:g:1d0AAOSwpB1iTv7~, 1 May 2022
2006 VW Golf Plus GT TDI 83k sport,"1,750.00",2007,83500,Diesel,Manual,2,5,Blue,Hatchback,https://www.ebay.co.uk/itm/165460679161?hash=item26863999f9:g:htIAAOSwOKtibRzN, 3 May 2022
2009 Volkswagen Golf 2.0 GTI (59reg),"6,850.00",1999,102048,Petrol,Manual,2,3,White,Hatchback,https://www.ebay.co.uk/itm/304461965457?hash=item46e358e891:g:ZD8AAOSwgLZhTeHN, 3 May 2022
Blue Volkswagen Golf 2.0 TDI GT Sport 2008 5 door,500.00,2008,77153,Diesel,Manual,2,5,Blue,Hatchback,https://www.ebay.co.uk/itm/255517907927?hash=item3b7e0ddbd7:g:9xgAAOSw2LpicBvK, 3 May 2022
Volkswagen Golf GTD 2.0,"3,500.00",2009,142893,Diesel,Manual,2,5,Black,Hatchback,https://www.ebay.co.uk/itm/325174263378?hash=item4bb5e57e52:g:~WYAAOSwxF5icUfd, 3 May 2022
VOLKSWAGEN VW GOLF GT 2.0 GT TDI MANUAL DIESEL 140 5DR HATCHBACK SILVER 2006,"1,900.00",2007,120000,Diesel,Manual,2,5,Silver,Hatchback,https://www.ebay.co.uk/itm/284789762186?hash=item424ecae88a:g:~qIAAOSw0cVianqF, 3 May 2022
Volkswagen Golf GTD 2.0 (Fully loaded) ,"10,500.00",2016,80000,Diesel,Manual,2,3,Black,Hatchback,https://www.ebay.co.uk/itm/255518785581?hash=item3b7e1b402d:g:AG4AAOSwmw1iSeNI, 3 May 2022
2000 VOLKSWAGEN GOLF 2.3 V5 Petrol,"2,700.00",2000,62880,Petrol,Automatic,2.3,5,Silver,Hatchback,https://www.ebay.co.uk/itm/255509349738?hash=item3b7d8b456a:g:maQAAOSw2gFiaSd~, 3 May 2022
VW Golf GTI MK2,"6,900.00",1989,81000,Petrol,Manual,1.8,5,Blue,Hatchback,https://www.ebay.co.uk/itm/255503447444?hash=item3b7d313594:g:bOwAAOSwB-NiO1L~, 3 May 2022
Volkswagen Mk3 Golf 1993,"1,000.00",1993,104000,Petrol,Manual,1.8,5,Steel Blue,Hatchback,https://www.ebay.co.uk/itm/115357814166?hash=item1adbdc8d96:g:2gcAAOSwTZZiRF2D, 4 May 2022
volkswagen golf tdi,"4,300.00",2012,77789,Diesel,Manual,1.6,5,Silver,Hatchback,https://www.ebay.co.uk/itm/363818392118?hash=item54b5441a36:g:zX4AAOSwxNliaUdN, 4 May 2022
