Title,Price,Registration Date,Mileage,Fuel Type,Transmission,Engine Size,Doors,Colour,Body Type,URL,Sale Date
Volkswagen Golf Mk4 v6 4motion,"2,000.00",2001,97000,Petrol,Manual,2.8,3,Gold,Hatchback,https://www.ebay.co.uk/itm/284591855484?hash=item4242ff177c:g:ivkAAOSwjnJh0X4Z, 7 Jan 2022
VOLKSWAGEN GOLF MK5 2.0 GT TDI DIESEL 5 DOOR 2007 211K MILES,"1,743.00",2007,211000,Diesel,Manual,2,5,Silver,Hatchback,https://www.ebay.co.uk/itm/185241587701?hash=item2b21424ff5:g:xy0AAOSwZANhlUoW, 6 Jan 2022
VW Golf GTI 2.0 Petrol.,"2,695.00",2006,174000,Petrol,Manual,2,5,Silver,Hatchback,https://www.ebay.co.uk/itm/154781905436?hash=item2409b8721c:g:rQAAAOSwtadh1b2n, 7 Jan 2022
"2000 Volkswagen VW Golf 2.8 V6 4Motion - 1 Owner from New and FSH, 10m MOT! NR","2,350.00",2000,121000,Petrol,Manual,2.8,5,Black,Hatchback,https://www.ebay.co.uk/itm/175089536760?hash=item28c4264ef8:g:OLEAAOSwUsFhz0~F, 7 Jan 2022
VW Golf (2010) 2.0 GT TDI - has engine light on,750.00,2010,137164,Diesel,Manual,2,5,White,Hatchback,https://www.ebay.co.uk/itm/224780584593?hash=item3455f78691:g:HOUAAOSw4hRh2YlA, 8 Jan 2022
Vw golf 1.9tdi,500.00,2007,193820,Diesel,Manual,1.9,5,Black,Hatchback,https://www.ebay.co.uk/itm/144353399007?hash=item219c2210df:g:ee4AAOSwEoth0G7D, 8 Jan 2022
2013 VW GOLF 1.6 TDi BlueMotion TECH SE CABRIOLET - FULL VW HISTORY - 13 STAMPS!,"5,995.00",2013,117200,Diesel,Manual,1.6,2,Black,Convertible,https://www.ebay.co.uk/itm/144360011235?hash=item219c86f5e3:g:OBAAAOSw~9RhnP4Z, 9 Jan 2022
vw golf 1.6 tdi,"2,600.00",2010,157500,Diesel,Manual,1.6,5,Silver,Hatchback,https://www.ebay.co.uk/itm/384661864557?hash=item598fa2406d:g:rQIAAOSw-2Jh1tbk, 9 Jan 2022
Volkswagen Golf GTD DSG 2.0 TDI ( 184ps ) Virtual cockpit. Apple car play,"13,800.00",2017,103345,Diesel,Automatic,2,5,,Hatchback,https://www.ebay.co.uk/itm/275093407788?hash=item400cd8482c:g:cQcAAOSwc7Nh10dD, 9 Jan 2022
VW Golf Mk1 series 1 1977 ,"11,000.00",1976,83000,Petrol,Manual,2.9,3,Green,Hatchback,https://www.ebay.co.uk/itm/165274223233?hash=item267b1c8281:g:q4EAAOSw8IFh2rc7, 10 Jan 2022
VW Golf MK6 2.0 TDI Black 5 Door Volkswagen,"2,150.00",2009,142000,Diesel,Manual,2,5,Black,Hatchback,https://www.ebay.co.uk/itm/154780120490?hash=item24099d35aa:g:TgoAAOSwebhh1BpE, 11 Jan 2022
LHD Volkswagen Golf GTI DSG,"9,500.00",2013,39000,Petrol,Automatic,2,5,Black,Hatchback,https://www.ebay.co.uk/itm/255313257202?hash=item3b71db22f2:g:GpEAAOSwlWZh1DFC, 11 Jan 2022
VW GOLF TDI 1999 GREEN  T REG MARK4,295.00,1999,168840,Diesel,Manual,1.9,5,Green,Hatchback,https://www.ebay.co.uk/itm/185243661611?hash=item2b2161f52b:g:PqwAAOSwcZxh1YJn, 12 Jan 2022
VW Golf 1.6 tdi bluemotion,"1,375.00",2010,182000,Diesel,Manual,1.6,5,White,Hatchback,https://www.ebay.co.uk/itm/224782191122?hash=item3456100a12:g:AusAAOSwMplh2wGm, 14 Jan 2022
Mk6 Golf GTI ,"4,600.00",2009,1750000,Petrol,Manual,2,5,Red,Hatchback,https://www.ebay.co.uk/itm/185246623749?hash=item2b218f2805:g:-V4AAOSw3g1htkKe, 14 Jan 2022
Volkswagen Golf TDI sport 1.9 55 plate Green ,"1,020.00",2005,153000,Diesel,Manual,1.9,3,Green,Hatchback,https://www.ebay.co.uk/itm/115175641314?hash=item1ad100d0e2:g:VgsAAOSwaLRh2HuD, 14 Jan 2022
2008 MK5 VOLKSWAGEN GOLF 1.4 TSI GT SPORT 3 DOOR BLACK 89000 MILES 4 MONTHS MOT,"1,200.00",2008,89000,Petrol,Manual,1.4,3,Black,Hatchback,https://www.ebay.co.uk/itm/185246746606?hash=item2b219107ee:g:s2kAAOSw9hlh2IED, 14 Jan 2022
VW Golf GTI 2.0. 5 Door Hatchback,950.00,2003,103666,Petrol,Manual,2,5,Black,Hatchback,https://www.ebay.co.uk/itm/144361481708?hash=item219c9d65ec:g:cNIAAOSwDvBh2I7r, 14 Jan 2022
Volkswagen Golf Mk1 1800 Clipper Carburator,"2,750.00",1989,146000,Petrol,Semi-Automatic,1.8,2,White,Convertible,https://www.ebay.co.uk/itm/133987405279?hash=item1f32458ddf:g:N2kAAOSwwcFh2LaQ, 14 Jan 2022
"Volkswagen Golf 2006 1.9 TDi Sport, 143k miles, Service History, Strong Engine.",800.00,2006,143000,Diesel,Manual,1.9,5,Silver,Hatchback,https://www.ebay.co.uk/itm/154788821205?hash=item240a21f8d5:g:vRQAAOSwxB5h3Djw, 15 Jan 2022
2001 VW Golf GTI 2.0,"1,600.00",2001,149000,Petrol,Manual,2,3,Stormbeige,Hatchback,https://www.ebay.co.uk/itm/265493233055?hash=item3dd0a13d9f:g:9xcAAOSwnBJh26fz, 15 Jan 2022
VW Golf Estate 2009 Bluemotion 1.9TDI ,"1,350.00",2009,151000,Diesel,Manual,1.9,5,Blue,Estate,https://www.ebay.co.uk/itm/324999922109?hash=item4bab8141bd:g:zIkAAOSweuZh5FwB, 16 Jan 2022
Vw golf gti,6.65,2007,65887,Petrol,Manual,2,3,Red,Hatchback,https://www.ebay.co.uk/itm/255335644930?hash=item3b7330bf02:g:TJUAAOSwQ51h5Hiw, 16 Jan 2022
Golf mk6 gti dsg,"6,000.00",2010,154000,Petrol,Automatic,2,5,Silver,Hatchback,https://www.ebay.co.uk/itm/384669616031?hash=item599018879f:g:PDsAAOSwMYZh2zL~, 16 Jan 2022
Vw golf gt 140,"1,600.00",2008,148000,Diesel,Manual,2,5,Black,Hatchback,https://www.ebay.co.uk/itm/175102825862?hash=item28c4f11586:g:R58AAOSw0xdh201k, 16 Jan 2022
VW Golf Sportline 2.0 TDI Automatic Diesel Estate Silver Great Condition for age,"2,995.00",2009,87000,Diesel,Automatic,2,4,Silver,Estate,https://www.ebay.co.uk/itm/125101696167?hash=item1d20a464a7:g:92kAAOSwJ1dh4r6e, 17 Jan 2022
Vw golf 1.9tdi,690.00,2007,193820,Diesel,Manual,1.9,5,Black,Hatchback,https://www.ebay.co.uk/itm/144365412117?hash=item219cd95f15:g:ee4AAOSwEoth0G7D, 17 Jan 2022
2015 VW Golf 1.6 TDI Bluemotion 41K mileage!,"12,000.00",2015,7887,Diesel,Manual,1.6,5,Tungsten Silver,Hatchback,https://www.ebay.co.uk/itm/185258864510?hash=item2b2249ef7e:g:MWUAAOSwvaRh5B1E, 18 Jan 2022
VOLKSWAGEN GOLF 1.9 TDi MATCH DSG HATCHBACK DIESEL AUTOMATIC FSH,"1,995.00",2007,130000,Diesel,Automatic,1.9,5,Grey,Hatchback,https://www.ebay.co.uk/itm/265507403494?hash=item3dd17976e6:g:7JkAAOSwhtJhduDw, 18 Jan 2022
volkswagen golf r32 mk4 ,"5,500.00",2003,84000,Petrol,Manual,3.2,5,Silver,Hatchback,https://www.ebay.co.uk/itm/393880331488?hash=item5bb518e4e0:g:fJIAAOSwxw1h5ejU, 18 Jan 2022
Volkswagen Golf 2.0TDI BlueMotion / Full VW Service History / HPI Clear,"3,595.00",2012,118000,Diesel,Manual,2,5,Silver,Hatchback,https://www.ebay.co.uk/itm/255341124261?hash=item3b73845aa5:g:U60AAOSwpzJh6GpM, 20 Jan 2022
VOLKSWAGEN GOLF 1.9 TDi MATCH DSG HATCHBACK DIESEL AUTOMATIC FSH,"1,995.00",2007,130000,Diesel,Automatic,1.9,5,Grey,Hatchback,https://www.ebay.co.uk/itm/255341078712?hash=item3b7383a8b8:g:7JkAAOSwhtJhduDw, 20 Jan 2022
Volkswagen Golf TDI sport 1.9 55 plate Green - MOT to Sept 2022,"1,000.00",2005,153000,Diesel,Manual,1.9,3,Green,Hatchback,https://www.ebay.co.uk/itm/115198007116?hash=item1ad256174c:g:VgsAAOSwaLRh2HuD, 20 Jan 2022
2017 Volkswagen Golf,"7,000.00",2017,159700,Diesel,Manual,1.6,5,Grey,Hatchback,https://www.ebay.co.uk/itm/304307498039?hash=item46da23ec37:g:ShQAAOSwPIdh4YPm, 21 Jan 2022
"Volkswagen Golf 2006 1.9 TDi Sport, 143k miles, Service History, Strong Engine.",720.00,2006,143000,Diesel,Manual,1.9,5,Silver,Hatchback,https://www.ebay.co.uk/itm/154797827025?hash=item240aab63d1:g:vRQAAOSwxB5h3Djw, 21 Jan 2022
Volkswagen Golf mk4 ONE OWNER FROM NEW ,"1,011.00",2003,103806,Petrol,Manual,1.6,5,Silver,Hatchback,https://www.ebay.co.uk/itm/393882766285?hash=item5bb53e0bcd:g:NtIAAOSwmBNh5ynH, 21 Jan 2022
Volkswagen Golf GTD DSG 2.0 Diesel Black 5DR,"9,450.00",2013,107000,Diesel,Automatic,2,5,Black,Hatchback,https://www.ebay.co.uk/itm/234384189958?hash=item369262ea06:g:XAkAAOSwc~xh6Fe7, 21 Jan 2022
Volkswagen Golf TDI sport 1.9 55 plate Green - MOT to Sept 2022,950.00,2005,153000,Diesel,Manual,1.9,3,Green,Hatchback,https://www.ebay.co.uk/itm/115210986594?hash=item1ad31c2462:g:VgsAAOSwaLRh2HuD, 21 Jan 2022
VW Golf MK4 V6 4motion 2.8 VR6 ,"2,000.00",2003,175000,Petrol,Manual,2.8,3,Black,Hatchback,https://www.ebay.co.uk/itm/324990550320?hash=item4baaf24130:g:SsgAAOSwoa1h3g0p, 21 Jan 2022
Golf Mk3 VR6 2.8 Track Car. Not Registered,756.00,1991,1,Petrol,Manual,2.8,,grey,Hatchback,https://www.ebay.co.uk/itm/275112998517?hash=item400e033675:g:6A0AAOSwE8xh4b5D, 21 Jan 2022
VW GOLF MK4 2003 1.4 3 DOOR 1 OWNER FROM NEW 77OOO MILES,599.00,2003,137000,Petrol,Manual,1.4,5,Silver,Hatchback,https://www.ebay.co.uk/itm/403412212877?hash=item5ded3ddc8d:g:yOIAAOSwwCRh4t-~, 22 Jan 2022
2012 61 VOLKSWAGEN GOLF GTD 2.0 TDI 3 DOOR HATCHBACK ,"5,890.00",2012,118000,Diesel,Manual,2,3,Grey,Hatchback,https://www.ebay.co.uk/itm/203784684091?hash=item2f7283823b:g:twsAAOSwH0Nh3isP, 22 Jan 2022
2009 (59) Volkswagen Golf 1.6 TDI GREY SE ,"2,495.00",2009,124000,Diesel,Manual,1.6,5,Grey,Hatchback,https://www.ebay.co.uk/itm/304285123466?hash=item46d8ce838a:g:3moAAOSwPIdh0O5j, 22 Jan 2022
Volkswagen Golf Match 1.6 TDI in Black,"3,300.00",2011,125099,Diesel,Manual,1.6,5,Black,Hatchback,https://www.ebay.co.uk/itm/324998441636?hash=item4bab6aaaa4:g:i~wAAOSwnwth4zU9, 22 Jan 2022
VW Golf GTI Mk4 1.8T - Lots of work done. 150BHP,"1,240.00",2001,187000,Petrol,Manual,1.8,2,Black,Hatchback,https://www.ebay.co.uk/itm/175113472500?hash=item28c59389f4:g:gk0AAOSwlFVh5Fax, 23 Jan 2022
Volkswagen Golf 1.9 TDI GT PD 130 Silver 2003 5Dr Hatchback Diesel Manual ,870.00,2003,155875,Diesel,Manual,1.9,5,Silver,Hatchback,https://www.ebay.co.uk/itm/133995664298?hash=item1f32c393aa:g:dp4AAOSwo-9h4wie, 22 Jan 2022
"VW Golf 1.9 TDI, 5 door hatch 2004",795.00,2004,173311,Diesel,Manual,1.9,5,Red,Hatchback,https://www.ebay.co.uk/itm/234379855659?hash=item369220c72b:g:MLEAAOSwamxh5Dgm, 23 Jan 2022
Vw Golf Mk 4 tdi 130,"1,700.00",2002,109850,Diesel,Manual,1.9,3,Blue,Hatchback,https://www.ebay.co.uk/itm/255335651224?hash=item3b7330d798:g:79sAAOSwSpRh5HrK, 23 Jan 2022
2009 Volkswagen Golf 2.0 GT TDI 140 5DR MOT Manual 4 Owners ,"2,850.00",2009,131000,Diesel,Manual,2,5,Black,Hatchback,https://www.ebay.co.uk/itm/203795651682?hash=item2f732adc62:g:8soAAOSwNxNh5yoq, 23 Jan 2022
VW Golf Mk4 Anniversary TDI,"5,000.00",2002,154000,Diesel,Manual,1.9,3,Silver,Hatchback,https://www.ebay.co.uk/itm/185250255489?hash=item2b21c69281:g:jEoAAOSwaRRh2wUZ, 24 Jan 2022
VW Golf GTI mk3 5 Door 1996 long MOT ,"1,370.00",1996,130000,Petrol,Manual,2,5,Dragon Green,Hatchback,https://www.ebay.co.uk/itm/185259898166?hash=item2b2259b536:g:t84AAOSwtCBh4-AP, 24 Jan 2022
Volkswagen Golf Cabriolet 1996 1800cc Petrol,340.00,1996,115000,Petrol,Manual,1.8,2,Red,Convertible,https://www.ebay.co.uk/itm/194744663281?hash=item2d57afbcf1:g:GFwAAOSweOhh5UXv, 24 Jan 2022
Volkswagen Golf R32,"9,100.00",2003,126939,Petrol,Manual,3.2,3,Blue,Hatchback,https://www.ebay.co.uk/itm/224795038699?hash=item3456d413eb:g:mJ4AAOSwm6Jh5Tqk, 24 Jan 2022
* * 2011 VW GOLF GT-TDI 140 * *,"5,000.00",2011,91000,Diesel,Manual,2,5,Silver,Hatchback,https://www.ebay.co.uk/itm/115219918624?hash=item1ad3a46f20:g:Wl8AAOSwn1Rh7rsu, 24 Jan 2022
Volkswagen Golf Estate 2.0 TDi SE Automatic,"2,050.00",2011,59000,Diesel,Automatic,2,5,Grey,Estate,https://www.ebay.co.uk/itm/265512140703?hash=item3dd1c1bf9f:g:NREAAOSwgHFh6t~q, 24 Jan 2022
2003 Volkswagen VW Golf Mk4 IV SE 1.9 TDI PD 100 BHP - FULL YEAR MOT 31/01/23,799.00,2003,151200,Diesel,Manual,1.9,5,Grey,Hatchback,https://www.ebay.co.uk/itm/134004065018?hash=item1f3343c2fa:g:A4wAAOSwLbxh7qza, 24 Jan 2022
Volswagon Golf 1.6,700.00,2003,83000,Petrol,Manual,1.6,5,Black,Hatchback,https://www.ebay.co.uk/itm/175126444696?hash=item28c6597a98:g:fLEAAOSwWyph7uSt, 24 Jan 2022
"2015 VW Golf, 1.2 TSi Bluemotion","6,900.00",2015,65349,Petrol,Manual,1.2,5,White,Hatchback,https://www.ebay.co.uk/itm/194745881495?hash=item2d57c25397:g:eiAAAOSwrKhh3Yp-, 24 Jan 2022
2003 VW Golf SE MKIV,810.00,2003,76842,Petrol,Automatic,1.6,5,Silver,Hatchback,https://www.ebay.co.uk/itm/115208584961?hash=item1ad2f77f01:g:Hw8AAOSw7l9h4c5E, 25 Jan 2022
2006 VOLKSWAGEN GOLF GTI     **ULEZ COMPLIANT**,"3,100.00",2006,127000,Petrol,Manual,2,5,Black,Hatchback,https://www.ebay.co.uk/itm/234385307832?hash=item369273f8b8:g:Zn0AAOSwXhth4BY5, 25 Jan 2022
Golf mk6 gti dsg,"6,300.00",2010,154000,Petrol,Automatic,2,5,Silver,Hatchback,https://www.ebay.co.uk/itm/384686201974?hash=item5991159c76:g:UM4AAOSwUaJh2zL8, 25 Jan 2022
"VW golf match 1.4 , 1 owner from new",820.00,2004,142000,Petrol,Manual,1.4,3,Silver,Hatchback,https://www.ebay.co.uk/itm/384693773538?hash=item59918924e2:g:dxIAAOSwYZlh7GA~, 25 Jan 2022
Volkswagen Golf Mk1 1800 Clipper Carburator,"2,000.00",1989,146000,Petrol,Semi-Automatic,1.8,2,White,Convertible,https://www.ebay.co.uk/itm/133998561879?hash=item1f32efca57:g:N2kAAOSwwcFh2LaQ, 25 Jan 2022
VW GOLF GTD Mk7 2016,"13,500.00",2016,75075,Diesel,Manual,2,5,Grey,Hatchback,https://www.ebay.co.uk/itm/275133471211?hash=item400f3b99eb:g:JwgAAOSwtCBhwJi9, 25 Jan 2022
Golf GTI 1.8T,820.00,2000,168199,Petrol,Manual,1.8,5,Black,Hatchback,https://www.ebay.co.uk/itm/403418328395?hash=item5ded9b2d4b:g:AnQAAOSw2xhh5xrR, 25 Jan 2022
Volkswagen VW Golf SE TDI MK4 Cheap Car Diesel,895.00,2002,79000,Diesel,Manual,1.9,5,Red,Hatchback,https://www.ebay.co.uk/itm/175129079907?hash=item28c681b063:g:oxkAAOSwC35h8SdW, 26 Jan 2022
VW golf vr6,"5,250.00",1995,160000,Petrol,Manual,2.8,3,,Hatchback,https://www.ebay.co.uk/itm/384699831162?hash=item5991e5937a:g:tTMAAOSwUsFh3ebZ, 26 Jan 2022
"Volkswagen Golf 2.0 TDI BLUEMOTION 20 A YEAR TAX NEW TYRES, GREAT ON FUEL","5,995.00",2014,168000,Diesel,Manual,2,5,White,Hatchback,https://www.ebay.co.uk/itm/275136118265?hash=item400f63fdf9:g:wfoAAOSwAIph7tC0, 27 Jan 2022
VW Golf Estate 2009 Bluemotion 1.9TDI ,"1,350.00",2009,151000,Diesel,Manual,1.9,5,Blue,Estate,https://www.ebay.co.uk/itm/325016766948?hash=item4bac8249e4:g:zIkAAOSweuZh5FwB, 27 Jan 2022
Volkswagen Golf 1.4,450.00,2007,140000,Petrol,Manual,1.4,5,Black,Hatchback,https://www.ebay.co.uk/itm/175123324971?hash=item28c629e02b:g:4uUAAOSwYdRh7FiH, 27 Jan 2022
2007 GOLF GTI,200.00,2007,146000,Petrol,Manual,2,3,White,Hatchback,https://www.ebay.co.uk/itm/185273175516?hash=item2b23244ddc:g:JtgAAOSwbn5h89py, 28 Jan 2022
"Volkswagen Golf 2006 1.9 TDi Sport, 143k miles, Service History, Strong Engine.",820.00,2006,143000,Diesel,Manual,1.9,5,Silver,Hatchback,https://www.ebay.co.uk/itm/154811571830?hash=item240b7d1e76:g:vRQAAOSwxB5h3Djw," Jan 28, 2022"
Volkswagen Golf 1.6 auto,540.00,2001,99000,Petrol,Automatic,1.6,5,Blue,Hatchback,https://www.ebay.co.uk/itm/165294244387?hash=item267c4e0223:g:O3sAAOSwSS1h6q18," Jan 29, 2022"
VW GOLF 1.6 TDI SE BLUE-MOTION TECH DSG AUTOMATIC PAN ROOF,"7,294.00",2013,126000,Diesel,Automatic,1.6,5,Silver,Hatchback,https://www.ebay.co.uk/itm/165303636140?hash=item267cdd50ac:g:3loAAOSwHkhhxwnV, 29 Jan 2022
2014 Volkswagen Golf GT Bluemotion Tech TDI Hatchback 2.0L Diesel 20 Road Tax ,"6,900.00",2014,97500,Diesel,Manual,2,3,Black,Hatchback,https://www.ebay.co.uk/itm/224803114552?hash=item34574f4e38:g:HfcAAOSwbldh7BVz, 29 Jan 2022
2002 Volkswagen Golf GTI 1.8t 2 door Fully loaded 64K Miles,"2,500.00",2002,64000,Petrol,Manual,1.8,3,Silver,Hatchback,https://www.ebay.co.uk/itm/265514073869?hash=item3dd1df3f0d:g:BScAAOSwm7Jh7Kvn, 30 Jan 2022
Volkswagen Golf 1.6 TDi SE Estate Auto,"2,550.00",2011,59000,Diesel,Automatic,2,5,Grey,Estate,https://www.ebay.co.uk/itm/265517540469?hash=item3dd2142475:g:NREAAOSwgHFh6t~q, 30 Jan 2022
2005 Volkswagen Golf 1.6fsi,850.00,2005,149826,Petrol,Manual,1.6,5,Green,Hatchback,https://www.ebay.co.uk/itm/194759585216?hash=item2d58936dc0:g:N2EAAOSwh2Fh7DpI, 29 Jan 2022
2014 VW Golf GT TDI - High Spec New Timing belt ,"7,500.00",2014,94261,Diesel,Manual,2,3,Red,Hatchback,https://www.ebay.co.uk/itm/284621310807?hash=item4244c08b57:g:twAAAOSwe8ph7Xhb, 30 Jan 2022
Vw golf 1.8 20 Valve turbo,760.00,1999,128437,Petrol,Manual,1.8,5,Blue,Hatchback,https://www.ebay.co.uk/itm/154808134383?hash=item240b48aaef:g:bvwAAOSwnAxh7V1I, 30 Jan 2022
VW Golf SE Bluemotion Tech tsi 1.4,"6,500.00",2014,95000,Petrol,Manual,1.4,5,Red,Hatchback,https://www.ebay.co.uk/itm/134003308035?hash=item1f33383603:g:IAMAAOSwIchh7YjA, 30 Jan 2022
Volkswagen Golf 1.4 TSI FSH Great condition ,"7,995.00",2015,90000,Petrol,Manual,1.4,5,Black,Hatchback,https://www.ebay.co.uk/itm/275141308300?hash=item400fb32f8c:g:nd8AAOSwb19h8uxg, 30 Jan 2022
Volkswagen Golf 1.6 TDI Mk6 2011 -  LOW RESERVE,"2,990.00",2011,110000,Diesel,Manual,1.6,5,Black,Hatchback,https://www.ebay.co.uk/itm/224809053374?hash=item3457a9ecbe:g:Xt4AAOSwpcNhpq2W, 30 Jan 2022
Vw golf Mk3 1.9TDI,"2,507.00",1995,33800,Diesel,Manual,1.9,5,Red,Hatchback,https://www.ebay.co.uk/itm/165300716167?hash=item267cb0c287:g:UosAAOSwNzZh8EdI, 30 Jan 2022
Volkswagen 2009 ,"2,000.00",2009,122000,Petrol,Manual,1.4,5,Grey,Hatchback,https://www.ebay.co.uk/itm/313851119663?hash=item4912fc082f:g:dA0AAOSwKPth8wzY, 30 Jan 2022
2006 VOLKSWAGEN GOLF GTI     **ULEZ COMPLIANT**,"3,000.00",2006,127000,Petrol,Manual,2,5,Black,Hatchback,https://www.ebay.co.uk/itm/234392879550?hash=item3692e781be:g:Zn0AAOSwXhth4BY5, 30 Jan 2022
VW Golf Match 1.6 Petrol 2007,"1,510.00",2007,134430,Petrol,Manual,1.6,5,Silver,Hatchback,https://www.ebay.co.uk/itm/125116300483?hash=item1d21833cc3:g:FvcAAOSwd8Vh7qQo, 31 Jan 2022
2008 Volkswagen Golf GTI MK5,"2,696.00",2008,116035,Petrol,Manual,2,5,Silver,Hatchback,https://www.ebay.co.uk/itm/234400779542?hash=item3693600d16:g:-WAAAOSwkDZh9-Q7, 31 Jan 2022
2003 Volkswagen Golf GT Tdi 3 Door 150 BHP ARL,"1,950.00",2003,202000,Diesel,Manual,1.9,3,Black,Hatchback,https://www.ebay.co.uk/itm/154800521095?hash=item240ad47f87:g:nz4AAOSwyDth5mgQ, 31 Jan 2022
2007 Volkswagen Golf 1.4 80 5dr [AC] HATCHBACK Petrol Manual,"1,020.01",2007,75658,Petrol,Manual,1.4,5,Silver,Hatchback,https://www.ebay.co.uk/itm/353870647398?hash=item5264559066:g:CloAAOSwtKhh6~-e, 1 Feb 2022
Volkswagen golf,"2,600.00",2009,118000,Diesel,Manual,2,5,Blue,Hatchback,https://www.ebay.co.uk/itm/265518004160?hash=item3dd21b37c0:g:d4MAAOSwZZ9h8ClD, 1 Feb 2022
VW GOLF BLUEMOTION TDi,"2,695.00",2011,149000,Diesel,Manual,2,5,White,Hatchback,https://www.ebay.co.uk/itm/265528948637?hash=item3dd2c2379d:g:a24AAOSw00Nh-Wze, 1 Feb 2022
"Volkswagen Golf 2006 1.9 TDi Sport, 143k miles, Service History, Strong Engine.",620.00,2006,143000,Diesel,Manual,1.9,5,Silver,Hatchback,https://www.ebay.co.uk/itm/154818650953?hash=item240be92349:g:vRQAAOSwxB5h3Djw, 2 Feb 2022
"VW Golf Match 1600 Petrol, Manual, 2003",820.00,1906,140006,Petrol,Manual,1.6,5,Black,Hatchback,https://www.ebay.co.uk/itm/203805074004?hash=item2f73baa254:g:n9QAAOSwqFZh8cu5, 2 Feb 2022
VW GOLF MK1 CABRIOLET WHITE 1989  project,"1,020.00",1989,100753,Petrol,Automatic,1.8,2,White,Convertible,https://www.ebay.co.uk/itm/194763005227?hash=item2d58c79d2b:g:5aQAAOSwnc1h1ptN, 3 Feb 2022
VW Golf 2.0 Tsi Gti ,"12,500.00",2013,58931,Petrol,Automatic,2,2,White,Hatchback,https://www.ebay.co.uk/itm/134012865216?hash=item1f33ca0ac0:g:ViQAAOSwWU9h-r6E, 3 Feb 2022
1996 VW GOLF CONVERTIBLE KARMANN1.8 2dr [75bhp] 87K,315.00,1997,87000,Petrol,Manual,1.8,2,White,Convertible,https://www.ebay.co.uk/itm/134006971636?hash=item1f33701cf4:g:Sy0AAOSwk45h8tX6, 3 Feb 2022
voltswagon golf 1.4 - Black,701.00,2003,137000,Petrol,Manual,1.2,3,Black,Hatchback,https://www.ebay.co.uk/itm/154815663713?hash=item240bbb8e61:g:D~QAAOSwDRxh6oBF, 4 Feb 2022
"Volkswagen Golf GTI 115BHP 1984cc September MOT 120,323 miles",416.00,2002,120325,Petrol,Manual,2,3,Black,Hatchback,https://www.ebay.co.uk/itm/275143114851?hash=item400fcec063:g:hbEAAOSwUqVh9C6u, 4 Feb 2022
Volkswagen golf convertible mk 3.5,400.00,1989,73939,Petrol,Manual,3.5,,Blue,Convertible,https://www.ebay.co.uk/itm/255370196795?hash=item3b753ff73b:g:aosAAOSwJSFh7RMp, 5 Feb 2022
1996 VW GOLF CONVERTIBLE KARMANN1.8 2dr [75bhp] 87K,0.99,1997,87000,Petrol,Manual,1.8,2,White,Convertible,https://www.ebay.co.uk/itm/134015516293?hash=item1f33f27e85:g:Sy0AAOSwk45h8tX6, 5 Feb 2022
VW Golf 2.0 tdi DSG estate ,"2,375.00",2007,150000,Diesel,Automatic,2,,,Estate,https://www.ebay.co.uk/itm/185281274374?hash=item2b239fe206:g:i-IAAOSweuZh6Ehg, 4 Feb 2022
"Volkswagen Golf 2006 1.9 TDi Sport, 143k miles, Service History, Strong Engine.",420.00,2006,143000,Diesel,Manual,1.9,5,Silver,Hatchback,https://www.ebay.co.uk/itm/154823801021?hash=item240c37b8bd:g:vRQAAOSwxB5h3Djw, 5 Feb 2022
2007 Volkswagen Golf 2.0T GTI 3dr DSG HATCHBACK Petrol Automatic,"4,200.00",2007,120000,Petrol,Automatic,2,3,Black,Hatchback,https://www.ebay.co.uk/itm/154825225191?hash=item240c4d73e7:g:2MUAAOSwY~Fhdall, 6 Feb 2022
Vw Golf Mk4 tdi 130,"2,000.00",2002,109900,Diesel,Manual,1.9,3,Blue,Hatchback,https://www.ebay.co.uk/itm/255360909928?hash=item3b74b24268:g:pkgAAOSwjXZh9u9q, 6 Feb 2022
vw golf gt tdi 2010 Automatic,"3,200.00",2010,118800,Diesel,Automatic,2,5,,Hatchback,https://www.ebay.co.uk/itm/224811500992?hash=item3457cf45c0:g:ZbMAAOSwWGdh5UeC, 7 Feb 2022
vw golf mk 4 estate tdi pd 100,"1,500.00",2002,153951,Diesel,Manual,1.9,5,Black,Estate,https://www.ebay.co.uk/itm/144400977319?hash=item219ef80da7:g:rIkAAOSwoFBiADwF, 8 Feb 2022
 2009 Volkswagen Golf 2.0 TDI GT ,"2,200.00",2009,201000,Diesel,Manual,2,3,Black,Hatchback,https://www.ebay.co.uk/itm/284635073454?hash=item4245928bae:g:NWAAAOSw34FhlZW1, 7 Feb 2022
2011 Volkswagen Golf 1.6 TDI Match 5dr Hatchback Diesel Manual ,"3,200.00",2011,125000,Diesel,Manual,1.6,5,Black,Hatchback,https://www.ebay.co.uk/itm/234402117917?hash=item369374791d:g:kjcAAOSwu8Zh-SOt, 8 Feb 2022
VOLKSWAGEN GOLF GTi Mk5 6spd Manual Leather & nav,"2,800.00",2005,102000,Petrol,Manual,2,5,Black,Hatchback,https://www.ebay.co.uk/itm/265528881236?hash=item3dd2c13054:g:cYUAAOSwkH5h-V4m, 8 Feb 2022
Volkswagen 2009 ,"1,800.00",2009,122000,Petrol,Manual,1.4,5,Grey,Hatchback,https://www.ebay.co.uk/itm/313864017375?hash=item4913c0d5df:g:dA0AAOSwKPth8wzY, 8 Feb 2022
